fare_id,route_id,origin_id,destination_id,contains_id
2421,10238,,,
2421,10241,,,
2421,10242,,,
2421,10244,,,
2421,10245,,,
2421,10247,,,
2421,10251,,,
2421,10252,,,
2421,10253,,,
2421,10254,,,
2421,10255,,,
2421,10256,,,
2421,10258,,,
2421,10260,,,
2421,10262,,,
2421,10263,,,
2421,12408,,,
3524,10239,,,
3524,10240,,,
3524,10243,,,
3524,10248,,,
3524,10249,,,
3524,10250,,,
3524,10257,,,
